anyseed,baseline,district,id_village_grp,slope,flat,random,gossip,trusted,trustgossip,created_year,created_month,nchildren
1,1,Bhiwani,1_26_05_V01Y_0,TRUE,FALSE,0,0,0,1,2018,2,2
1,1,Bhiwani,1_26_05_V01Y_0,TRUE,FALSE,0,0,0,1,2018,3,3
1,1,Bhiwani,1_26_05_V02Y_0,TRUE,FALSE,1,0,0,0,2017,4,24
1,1,Bhiwani,1_26_05_V02Y_0,TRUE,FALSE,1,0,0,0,2017,5,12
1,1,Bhiwani,1_26_05_V02Y_0,TRUE,FALSE,1,0,0,0,2017,6,27
1,1,Bhiwani,1_26_05_V02Y_0,TRUE,FALSE,1,0,0,0,2017,7,25
1,1,Bhiwani,1_26_05_V02Y_0,TRUE,FALSE,1,0,0,0,2017,8,26
1,1,Bhiwani,1_26_05_V02Y_0,TRUE,FALSE,1,0,0,0,2017,9,25
1,1,Bhiwani,1_26_05_V02Y_0,TRUE,FALSE,1,0,0,0,2017,10,22
1,1,Bhiwani,1_26_05_V02Y_0,TRUE,FALSE,1,0,0,0,2017,11,39
1,1,Bhiwani,1_26_05_V02Y_0,TRUE,FALSE,1,0,0,0,2017,12,32
1,1,Bhiwani,1_26_05_V02Y_0,TRUE,FALSE,1,0,0,0,2018,1,26
1,1,Bhiwani,1_26_05_V02Y_0,TRUE,FALSE,1,0,0,0,2018,2,39
1,1,Bhiwani,1_26_05_V02Y_0,TRUE,FALSE,1,0,0,0,2018,3,32
1,1,Bhiwani,1_27_02_V01Y_0,TRUE,FALSE,1,0,0,0,2017,4,9
1,1,Bhiwani,1_27_02_V01Y_0,TRUE,FALSE,1,0,0,0,2017,5,15
1,1,Bhiwani,1_27_02_V01Y_0,TRUE,FALSE,1,0,0,0,2017,6,4
1,1,Bhiwani,1_27_02_V01Y_0,TRUE,FALSE,1,0,0,0,2017,7,6
1,1,Bhiwani,1_27_02_V01Y_0,TRUE,FALSE,1,0,0,0,2017,8,15
1,1,Bhiwani,1_27_02_V01Y_0,TRUE,FALSE,1,0,0,0,2017,9,7
1,1,Bhiwani,1_27_02_V01Y_0,TRUE,FALSE,1,0,0,0,2017,10,14
1,1,Bhiwani,1_27_02_V01Y_0,TRUE,FALSE,1,0,0,0,2017,11,15
1,1,Bhiwani,1_27_02_V01Y_0,TRUE,FALSE,1,0,0,0,2017,12,15
1,1,Bhiwani,1_27_02_V01Y_0,TRUE,FALSE,1,0,0,0,2018,1,19
1,1,Bhiwani,1_27_02_V01Y_0,TRUE,FALSE,1,0,0,0,2018,2,23
1,1,Bhiwani,1_27_02_V01Y_0,TRUE,FALSE,1,0,0,0,2018,3,26
1,1,Bhiwani,1_27_02_V02Y_0,TRUE,FALSE,0,1,0,0,2017,4,23
1,1,Bhiwani,1_27_02_V02Y_0,TRUE,FALSE,0,1,0,0,2017,5,10
1,1,Bhiwani,1_27_02_V02Y_0,TRUE,FALSE,0,1,0,0,2017,6,8
1,1,Bhiwani,1_27_02_V02Y_0,TRUE,FALSE,0,1,0,0,2017,7,20
1,1,Bhiwani,1_27_02_V02Y_0,TRUE,FALSE,0,1,0,0,2017,8,17
1,1,Bhiwani,1_27_02_V02Y_0,TRUE,FALSE,0,1,0,0,2017,9,13
1,1,Bhiwani,1_27_02_V02Y_0,TRUE,FALSE,0,1,0,0,2017,10,17
1,1,Bhiwani,1_27_02_V02Y_0,TRUE,FALSE,0,1,0,0,2017,11,29
1,1,Bhiwani,1_27_02_V02Y_0,TRUE,FALSE,0,1,0,0,2017,12,34
1,1,Bhiwani,1_27_02_V02Y_0,TRUE,FALSE,0,1,0,0,2018,1,23
1,1,Bhiwani,1_27_02_V02Y_0,TRUE,FALSE,0,1,0,0,2018,2,30
1,1,Bhiwani,1_27_02_V02Y_0,TRUE,FALSE,0,1,0,0,2018,3,33
1,1,Bhiwani,1_27_03_V01Y_0,TRUE,FALSE,1,0,0,0,2017,4,15
1,1,Bhiwani,1_27_03_V01Y_0,TRUE,FALSE,1,0,0,0,2017,5,13
1,1,Bhiwani,1_27_03_V01Y_0,TRUE,FALSE,1,0,0,0,2017,6,27
1,1,Bhiwani,1_27_03_V01Y_0,TRUE,FALSE,1,0,0,0,2017,7,14
1,1,Bhiwani,1_27_03_V01Y_0,TRUE,FALSE,1,0,0,0,2017,8,16
1,1,Bhiwani,1_27_03_V01Y_0,TRUE,FALSE,1,0,0,0,2017,9,33
1,1,Bhiwani,1_27_03_V01Y_0,TRUE,FALSE,1,0,0,0,2017,10,23
1,1,Bhiwani,1_27_03_V01Y_0,TRUE,FALSE,1,0,0,0,2017,11,22
1,1,Bhiwani,1_27_03_V01Y_0,TRUE,FALSE,1,0,0,0,2017,12,22
1,1,Bhiwani,1_27_03_V01Y_0,TRUE,FALSE,1,0,0,0,2018,1,16
1,1,Bhiwani,1_27_03_V01Y_0,TRUE,FALSE,1,0,0,0,2018,2,15
1,1,Bhiwani,1_27_03_V01Y_0,TRUE,FALSE,1,0,0,0,2018,3,28
1,1,Bhiwani,1_27_03_V03Y_0,TRUE,FALSE,0,1,0,0,2017,4,4
1,1,Bhiwani,1_27_03_V03Y_0,TRUE,FALSE,0,1,0,0,2017,5,3
1,1,Bhiwani,1_27_03_V03Y_0,TRUE,FALSE,0,1,0,0,2017,6,1
1,1,Bhiwani,1_27_03_V03Y_0,TRUE,FALSE,0,1,0,0,2017,7,3
1,1,Bhiwani,1_27_03_V03Y_0,TRUE,FALSE,0,1,0,0,2017,8,1
1,1,Bhiwani,1_27_03_V03Y_0,TRUE,FALSE,0,1,0,0,2017,9,6
1,1,Bhiwani,1_27_03_V03Y_0,TRUE,FALSE,0,1,0,0,2017,10,2
1,1,Bhiwani,1_27_03_V03Y_0,TRUE,FALSE,0,1,0,0,2017,11,4
1,1,Bhiwani,1_27_03_V03Y_0,TRUE,FALSE,0,1,0,0,2017,12,5
1,1,Bhiwani,1_27_03_V03Y_0,TRUE,FALSE,0,1,0,0,2018,1,4
1,1,Bhiwani,1_27_03_V03Y_0,TRUE,FALSE,0,1,0,0,2018,3,1
1,1,Bhiwani,1_27_04_V01Y_0,TRUE,FALSE,0,0,0,1,2017,4,19
1,1,Bhiwani,1_27_04_V01Y_0,TRUE,FALSE,0,0,0,1,2017,5,27
1,1,Bhiwani,1_27_04_V01Y_0,TRUE,FALSE,0,0,0,1,2017,6,24
1,1,Bhiwani,1_27_04_V01Y_0,TRUE,FALSE,0,0,0,1,2017,7,28
1,1,Bhiwani,1_27_04_V01Y_0,TRUE,FALSE,0,0,0,1,2017,8,30
1,1,Bhiwani,1_27_04_V01Y_0,TRUE,FALSE,0,0,0,1,2017,9,28
1,1,Bhiwani,1_27_04_V01Y_0,TRUE,FALSE,0,0,0,1,2017,10,29
1,1,Bhiwani,1_27_04_V01Y_0,TRUE,FALSE,0,0,0,1,2017,11,37
1,1,Bhiwani,1_27_04_V01Y_0,TRUE,FALSE,0,0,0,1,2017,12,27
1,1,Bhiwani,1_27_04_V01Y_0,TRUE,FALSE,0,0,0,1,2018,1,24
1,1,Bhiwani,1_27_04_V01Y_0,TRUE,FALSE,0,0,0,1,2018,2,22
1,1,Bhiwani,1_27_04_V01Y_0,TRUE,FALSE,0,0,0,1,2018,3,47
1,1,Bhiwani,1_28_01_V01Y_0,FALSE,FALSE,1,0,0,0,2017,4,10
1,1,Bhiwani,1_28_01_V01Y_0,FALSE,FALSE,1,0,0,0,2017,5,9
1,1,Bhiwani,1_28_01_V01Y_0,FALSE,FALSE,1,0,0,0,2017,6,7
1,1,Bhiwani,1_28_01_V01Y_0,FALSE,FALSE,1,0,0,0,2017,7,3
1,1,Bhiwani,1_28_01_V01Y_0,FALSE,FALSE,1,0,0,0,2017,8,8
1,1,Bhiwani,1_28_01_V01Y_0,FALSE,FALSE,1,0,0,0,2017,9,15
1,1,Bhiwani,1_28_01_V01Y_0,FALSE,FALSE,1,0,0,0,2017,10,12
1,1,Bhiwani,1_28_01_V01Y_0,FALSE,FALSE,1,0,0,0,2017,11,11
1,1,Bhiwani,1_28_01_V01Y_0,FALSE,FALSE,1,0,0,0,2017,12,13
1,1,Bhiwani,1_28_01_V01Y_0,FALSE,FALSE,1,0,0,0,2018,1,9
1,1,Bhiwani,1_28_01_V01Y_0,FALSE,FALSE,1,0,0,0,2018,2,16
1,1,Bhiwani,1_28_01_V01Y_0,FALSE,FALSE,1,0,0,0,2018,3,10
1,1,Bhiwani,1_28_02_V01Y_0,FALSE,FALSE,0,0,1,0,2017,4,28
1,1,Bhiwani,1_28_02_V01Y_0,FALSE,FALSE,0,0,1,0,2017,5,25
1,1,Bhiwani,1_28_02_V01Y_0,FALSE,FALSE,0,0,1,0,2017,6,35
1,1,Bhiwani,1_28_02_V01Y_0,FALSE,FALSE,0,0,1,0,2017,7,24
1,1,Bhiwani,1_28_02_V01Y_0,FALSE,FALSE,0,0,1,0,2017,8,26
1,1,Bhiwani,1_28_02_V01Y_0,FALSE,FALSE,0,0,1,0,2017,9,37
1,1,Bhiwani,1_28_02_V01Y_0,FALSE,FALSE,0,0,1,0,2017,10,28
1,1,Bhiwani,1_28_02_V01Y_0,FALSE,FALSE,0,0,1,0,2017,11,26
1,1,Bhiwani,1_28_02_V01Y_0,FALSE,FALSE,0,0,1,0,2017,12,34
1,1,Bhiwani,1_28_02_V01Y_0,FALSE,FALSE,0,0,1,0,2018,1,22
1,1,Bhiwani,1_28_02_V01Y_0,FALSE,FALSE,0,0,1,0,2018,2,32
1,1,Bhiwani,1_28_02_V01Y_0,FALSE,FALSE,0,0,1,0,2018,3,25
1,1,Bhiwani,1_28_02_V02Y_0,FALSE,FALSE,1,0,0,0,2017,4,5
1,1,Bhiwani,1_28_02_V02Y_0,FALSE,FALSE,1,0,0,0,2017,5,8
1,1,Bhiwani,1_28_02_V02Y_0,FALSE,FALSE,1,0,0,0,2017,6,8
1,1,Bhiwani,1_28_02_V02Y_0,FALSE,FALSE,1,0,0,0,2017,7,9
1,1,Bhiwani,1_28_02_V02Y_0,FALSE,FALSE,1,0,0,0,2017,8,10
1,1,Bhiwani,1_28_02_V02Y_0,FALSE,FALSE,1,0,0,0,2017,9,14
1,1,Bhiwani,1_28_02_V02Y_0,FALSE,FALSE,1,0,0,0,2017,10,14
1,1,Bhiwani,1_28_02_V02Y_0,FALSE,FALSE,1,0,0,0,2017,11,13
1,1,Bhiwani,1_28_02_V02Y_0,FALSE,FALSE,1,0,0,0,2017,12,14
1,1,Bhiwani,1_28_02_V02Y_0,FALSE,FALSE,1,0,0,0,2018,1,9
1,1,Bhiwani,1_28_02_V02Y_0,FALSE,FALSE,1,0,0,0,2018,2,17
1,1,Bhiwani,1_28_02_V02Y_0,FALSE,FALSE,1,0,0,0,2018,3,6
1,1,Bhiwani,1_28_03_V01Y_0,FALSE,FALSE,0,0,1,0,2017,4,38
1,1,Bhiwani,1_28_03_V01Y_0,FALSE,FALSE,0,0,1,0,2017,5,32
1,1,Bhiwani,1_28_03_V01Y_0,FALSE,FALSE,0,0,1,0,2017,6,41
1,1,Bhiwani,1_28_03_V01Y_0,FALSE,FALSE,0,0,1,0,2017,7,37
1,1,Bhiwani,1_28_03_V01Y_0,FALSE,FALSE,0,0,1,0,2017,8,44
1,1,Bhiwani,1_28_03_V01Y_0,FALSE,FALSE,0,0,1,0,2017,9,46
1,1,Bhiwani,1_28_03_V01Y_0,FALSE,FALSE,0,0,1,0,2017,10,57
1,1,Bhiwani,1_28_03_V01Y_0,FALSE,FALSE,0,0,1,0,2017,11,62
1,1,Bhiwani,1_28_03_V01Y_0,FALSE,FALSE,0,0,1,0,2017,12,69
1,1,Bhiwani,1_28_03_V01Y_0,FALSE,FALSE,0,0,1,0,2018,1,54
1,1,Bhiwani,1_28_03_V01Y_0,FALSE,FALSE,0,0,1,0,2018,2,47
1,1,Bhiwani,1_28_03_V01Y_0,FALSE,FALSE,0,0,1,0,2018,3,52
1,1,Jhajjar,2_01_02_V01Y_1,TRUE,FALSE,0,0,0,1,2017,3,40
1,1,Jhajjar,2_01_02_V01Y_1,TRUE,FALSE,0,0,0,1,2017,4,37
1,1,Jhajjar,2_01_02_V01Y_1,TRUE,FALSE,0,0,0,1,2017,5,31
1,1,Jhajjar,2_01_02_V01Y_1,TRUE,FALSE,0,0,0,1,2017,6,18
1,1,Jhajjar,2_01_02_V01Y_1,TRUE,FALSE,0,0,0,1,2017,7,11
1,1,Jhajjar,2_01_02_V01Y_1,TRUE,FALSE,0,0,0,1,2017,8,23
1,1,Jhajjar,2_01_02_V01Y_1,TRUE,FALSE,0,0,0,1,2017,9,23
1,1,Jhajjar,2_01_02_V01Y_1,TRUE,FALSE,0,0,0,1,2017,10,24
1,1,Jhajjar,2_01_02_V01Y_1,TRUE,FALSE,0,0,0,1,2017,11,21
1,1,Jhajjar,2_01_02_V01Y_1,TRUE,FALSE,0,0,0,1,2017,12,20
1,1,Jhajjar,2_01_02_V01Y_1,TRUE,FALSE,0,0,0,1,2018,1,27
1,1,Jhajjar,2_01_02_V01Y_1,TRUE,FALSE,0,0,0,1,2018,2,47
1,1,Jhajjar,2_01_02_V01Y_1,TRUE,FALSE,0,0,0,1,2018,3,39
1,1,Jhajjar,2_01_03_V02Y_0,TRUE,FALSE,0,1,0,0,2017,4,3
1,1,Jhajjar,2_01_03_V02Y_0,TRUE,FALSE,0,1,0,0,2017,8,2
1,1,Jhajjar,2_01_03_V02Y_0,TRUE,FALSE,0,1,0,0,2017,9,5
1,1,Jhajjar,2_01_03_V02Y_0,TRUE,FALSE,0,1,0,0,2017,10,1
1,1,Jhajjar,2_01_03_V02Y_0,TRUE,FALSE,0,1,0,0,2017,12,2
1,1,Jhajjar,2_01_05_V02Y_0,FALSE,TRUE,0,0,1,0,2017,3,11
1,1,Jhajjar,2_01_05_V02Y_0,FALSE,TRUE,0,0,1,0,2017,4,13
1,1,Jhajjar,2_01_05_V02Y_0,FALSE,TRUE,0,0,1,0,2017,5,7
1,1,Jhajjar,2_01_05_V02Y_0,FALSE,TRUE,0,0,1,0,2017,6,6
1,1,Jhajjar,2_01_05_V02Y_0,FALSE,TRUE,0,0,1,0,2017,7,11
1,1,Jhajjar,2_01_05_V02Y_0,FALSE,TRUE,0,0,1,0,2017,8,4
1,1,Jhajjar,2_01_05_V02Y_0,FALSE,TRUE,0,0,1,0,2017,9,13
1,1,Jhajjar,2_01_05_V02Y_0,FALSE,TRUE,0,0,1,0,2017,10,10
1,1,Jhajjar,2_01_05_V02Y_0,FALSE,TRUE,0,0,1,0,2017,11,7
1,1,Jhajjar,2_01_05_V02Y_0,FALSE,TRUE,0,0,1,0,2017,12,6
1,1,Jhajjar,2_01_05_V02Y_0,FALSE,TRUE,0,0,1,0,2018,1,14
1,1,Jhajjar,2_01_05_V02Y_0,FALSE,TRUE,0,0,1,0,2018,2,12
1,1,Jhajjar,2_01_05_V02Y_0,FALSE,TRUE,0,0,1,0,2018,3,13
1,1,Jhajjar,2_01_06_V03Y_0,TRUE,FALSE,0,0,1,0,2017,5,13
1,1,Jhajjar,2_01_06_V03Y_0,TRUE,FALSE,0,0,1,0,2017,6,3
1,1,Jhajjar,2_01_06_V03Y_0,TRUE,FALSE,0,0,1,0,2017,7,8
1,1,Jhajjar,2_01_06_V03Y_0,TRUE,FALSE,0,0,1,0,2017,8,6
1,1,Jhajjar,2_01_06_V03Y_0,TRUE,FALSE,0,0,1,0,2017,9,9
1,1,Jhajjar,2_01_06_V03Y_0,TRUE,FALSE,0,0,1,0,2017,10,4
1,1,Jhajjar,2_01_06_V03Y_0,TRUE,FALSE,0,0,1,0,2017,11,8
1,1,Jhajjar,2_01_06_V03Y_0,TRUE,FALSE,0,0,1,0,2017,12,9
1,1,Jhajjar,2_01_06_V03Y_0,TRUE,FALSE,0,0,1,0,2018,1,3
1,1,Jhajjar,2_01_06_V03Y_0,TRUE,FALSE,0,0,1,0,2018,2,9
1,1,Jhajjar,2_01_06_V03Y_0,TRUE,FALSE,0,0,1,0,2018,3,9
1,1,Jhajjar,2_02_01_V01Y_0,TRUE,FALSE,1,0,0,0,2017,3,11
1,1,Jhajjar,2_02_01_V01Y_0,TRUE,FALSE,1,0,0,0,2017,4,18
1,1,Jhajjar,2_02_01_V01Y_0,TRUE,FALSE,1,0,0,0,2017,5,10
1,1,Jhajjar,2_02_01_V01Y_0,TRUE,FALSE,1,0,0,0,2017,6,6
1,1,Jhajjar,2_02_01_V01Y_0,TRUE,FALSE,1,0,0,0,2017,7,4
1,1,Jhajjar,2_02_01_V01Y_0,TRUE,FALSE,1,0,0,0,2017,8,8
1,1,Jhajjar,2_02_01_V01Y_0,TRUE,FALSE,1,0,0,0,2017,9,4
1,1,Jhajjar,2_02_01_V01Y_0,TRUE,FALSE,1,0,0,0,2017,10,10
1,1,Jhajjar,2_02_01_V01Y_0,TRUE,FALSE,1,0,0,0,2017,11,10
1,1,Jhajjar,2_02_01_V01Y_0,TRUE,FALSE,1,0,0,0,2017,12,7
1,1,Jhajjar,2_02_01_V01Y_0,TRUE,FALSE,1,0,0,0,2018,1,5
1,1,Jhajjar,2_02_01_V01Y_0,TRUE,FALSE,1,0,0,0,2018,2,19
1,1,Jhajjar,2_02_01_V01Y_0,TRUE,FALSE,1,0,0,0,2018,3,15
1,1,Jhajjar,2_02_01_V02Y_0,TRUE,FALSE,0,0,0,1,2017,3,10
1,1,Jhajjar,2_02_01_V02Y_0,TRUE,FALSE,0,0,0,1,2017,4,8
1,1,Jhajjar,2_02_01_V02Y_0,TRUE,FALSE,0,0,0,1,2017,5,9
1,1,Jhajjar,2_02_01_V02Y_0,TRUE,FALSE,0,0,0,1,2017,6,7
1,1,Jhajjar,2_02_01_V02Y_0,TRUE,FALSE,0,0,0,1,2017,7,9
1,1,Jhajjar,2_02_01_V02Y_0,TRUE,FALSE,0,0,0,1,2017,8,3
1,1,Jhajjar,2_02_01_V02Y_0,TRUE,FALSE,0,0,0,1,2017,9,8
1,1,Jhajjar,2_02_01_V02Y_0,TRUE,FALSE,0,0,0,1,2017,10,7
1,1,Jhajjar,2_02_01_V02Y_0,TRUE,FALSE,0,0,0,1,2017,11,8
1,1,Jhajjar,2_02_01_V02Y_0,TRUE,FALSE,0,0,0,1,2018,1,7
1,1,Jhajjar,2_02_01_V02Y_0,TRUE,FALSE,0,0,0,1,2018,2,10
1,1,Jhajjar,2_02_01_V02Y_0,TRUE,FALSE,0,0,0,1,2018,3,10
1,1,Jhajjar,2_02_01_V03Y_0,TRUE,FALSE,0,1,0,0,2017,4,5
1,1,Jhajjar,2_02_01_V03Y_0,TRUE,FALSE,0,1,0,0,2017,5,8
1,1,Jhajjar,2_02_01_V03Y_0,TRUE,FALSE,0,1,0,0,2017,6,2
1,1,Jhajjar,2_02_01_V03Y_0,TRUE,FALSE,0,1,0,0,2017,7,9
1,1,Jhajjar,2_02_01_V03Y_0,TRUE,FALSE,0,1,0,0,2017,8,9
1,1,Jhajjar,2_02_01_V03Y_0,TRUE,FALSE,0,1,0,0,2017,9,8
1,1,Jhajjar,2_02_01_V03Y_0,TRUE,FALSE,0,1,0,0,2017,10,10
1,1,Jhajjar,2_02_01_V03Y_0,TRUE,FALSE,0,1,0,0,2017,11,8
1,1,Jhajjar,2_02_01_V03Y_0,TRUE,FALSE,0,1,0,0,2017,12,16
1,1,Jhajjar,2_02_01_V03Y_0,TRUE,FALSE,0,1,0,0,2018,1,9
1,1,Jhajjar,2_02_01_V03Y_0,TRUE,FALSE,0,1,0,0,2018,2,18
1,1,Jhajjar,2_02_01_V03Y_0,TRUE,FALSE,0,1,0,0,2018,3,8
1,1,Jhajjar,2_02_06_V02Y_0,TRUE,FALSE,1,0,0,0,2017,3,5
1,1,Jhajjar,2_02_06_V02Y_0,TRUE,FALSE,1,0,0,0,2017,4,4
1,1,Jhajjar,2_02_06_V02Y_0,TRUE,FALSE,1,0,0,0,2017,5,4
1,1,Jhajjar,2_02_06_V02Y_0,TRUE,FALSE,1,0,0,0,2017,7,6
1,1,Jhajjar,2_02_06_V02Y_0,TRUE,FALSE,1,0,0,0,2017,8,2
1,1,Jhajjar,2_02_06_V02Y_0,TRUE,FALSE,1,0,0,0,2017,9,8
1,1,Jhajjar,2_02_06_V02Y_0,TRUE,FALSE,1,0,0,0,2017,10,7
1,1,Jhajjar,2_02_06_V02Y_0,TRUE,FALSE,1,0,0,0,2017,12,8
1,1,Jhajjar,2_02_06_V02Y_0,TRUE,FALSE,1,0,0,0,2018,1,3
1,1,Jhajjar,2_02_06_V02Y_0,TRUE,FALSE,1,0,0,0,2018,2,8
1,1,Jhajjar,2_02_06_V02Y_0,TRUE,FALSE,1,0,0,0,2018,3,7
1,1,Jhajjar,2_02_06_V06Y_0,TRUE,FALSE,0,0,1,0,2017,3,13
1,1,Jhajjar,2_02_06_V06Y_0,TRUE,FALSE,0,0,1,0,2017,4,5
1,1,Jhajjar,2_02_06_V06Y_0,TRUE,FALSE,0,0,1,0,2017,5,9
1,1,Jhajjar,2_02_06_V06Y_0,TRUE,FALSE,0,0,1,0,2017,6,9
1,1,Jhajjar,2_02_06_V06Y_0,TRUE,FALSE,0,0,1,0,2017,7,4
1,1,Jhajjar,2_02_06_V06Y_0,TRUE,FALSE,0,0,1,0,2017,8,9
1,1,Jhajjar,2_02_06_V06Y_0,TRUE,FALSE,0,0,1,0,2017,9,12
1,1,Jhajjar,2_02_06_V06Y_0,TRUE,FALSE,0,0,1,0,2017,10,12
1,1,Jhajjar,2_02_06_V06Y_0,TRUE,FALSE,0,0,1,0,2017,11,19
1,1,Jhajjar,2_02_06_V06Y_0,TRUE,FALSE,0,0,1,0,2017,12,10
1,1,Jhajjar,2_02_06_V06Y_0,TRUE,FALSE,0,0,1,0,2018,1,6
1,1,Jhajjar,2_02_06_V06Y_0,TRUE,FALSE,0,0,1,0,2018,2,7
1,1,Jhajjar,2_02_06_V06Y_0,TRUE,FALSE,0,0,1,0,2018,3,11
1,1,Jhajjar,2_03_01_V02Y_0,FALSE,FALSE,0,0,1,0,2017,3,2
1,1,Jhajjar,2_03_01_V02Y_0,FALSE,FALSE,0,0,1,0,2017,4,3
1,1,Jhajjar,2_03_01_V02Y_0,FALSE,FALSE,0,0,1,0,2017,6,1
1,1,Jhajjar,2_03_01_V02Y_0,FALSE,FALSE,0,0,1,0,2017,7,4
1,1,Jhajjar,2_03_01_V02Y_0,FALSE,FALSE,0,0,1,0,2017,8,2
1,1,Jhajjar,2_03_01_V02Y_0,FALSE,FALSE,0,0,1,0,2017,9,4
1,1,Jhajjar,2_03_01_V02Y_0,FALSE,FALSE,0,0,1,0,2017,10,3
1,1,Jhajjar,2_03_01_V02Y_0,FALSE,FALSE,0,0,1,0,2017,11,3
1,1,Jhajjar,2_03_01_V02Y_0,FALSE,FALSE,0,0,1,0,2017,12,4
1,1,Jhajjar,2_03_01_V02Y_0,FALSE,FALSE,0,0,1,0,2018,1,2
1,1,Jhajjar,2_03_01_V02Y_0,FALSE,FALSE,0,0,1,0,2018,2,1
1,1,Jhajjar,2_03_01_V02Y_0,FALSE,FALSE,0,0,1,0,2018,3,3
1,1,Jhajjar,2_03_02_V01Y_0,FALSE,FALSE,0,0,0,1,2017,3,19
1,1,Jhajjar,2_03_02_V01Y_0,FALSE,FALSE,0,0,0,1,2017,4,22
1,1,Jhajjar,2_03_02_V01Y_0,FALSE,FALSE,0,0,0,1,2017,5,30
1,1,Jhajjar,2_03_02_V01Y_0,FALSE,FALSE,0,0,0,1,2017,6,15
1,1,Jhajjar,2_03_02_V01Y_0,FALSE,FALSE,0,0,0,1,2017,7,19
1,1,Jhajjar,2_03_02_V01Y_0,FALSE,FALSE,0,0,0,1,2017,8,16
1,1,Jhajjar,2_03_02_V01Y_0,FALSE,FALSE,0,0,0,1,2017,9,24
1,1,Jhajjar,2_03_02_V01Y_0,FALSE,FALSE,0,0,0,1,2017,10,19
1,1,Jhajjar,2_03_02_V01Y_0,FALSE,FALSE,0,0,0,1,2017,11,17
1,1,Jhajjar,2_03_02_V01Y_0,FALSE,FALSE,0,0,0,1,2017,12,18
1,1,Jhajjar,2_03_02_V01Y_0,FALSE,FALSE,0,0,0,1,2018,1,20
1,1,Jhajjar,2_03_02_V01Y_0,FALSE,FALSE,0,0,0,1,2018,2,28
1,1,Jhajjar,2_03_02_V01Y_0,FALSE,FALSE,0,0,0,1,2018,3,27
1,1,Jhajjar,2_03_04_V02Y_0,FALSE,FALSE,0,1,0,0,2017,3,12
1,1,Jhajjar,2_03_04_V02Y_0,FALSE,FALSE,0,1,0,0,2017,5,9
1,1,Jhajjar,2_03_04_V02Y_0,FALSE,FALSE,0,1,0,0,2017,6,1
1,1,Jhajjar,2_03_04_V02Y_0,FALSE,FALSE,0,1,0,0,2017,8,6
1,1,Jhajjar,2_03_04_V02Y_0,FALSE,FALSE,0,1,0,0,2017,9,9
1,1,Jhajjar,2_03_04_V02Y_0,FALSE,FALSE,0,1,0,0,2017,10,12
1,1,Jhajjar,2_03_04_V02Y_0,FALSE,FALSE,0,1,0,0,2017,11,17
1,1,Jhajjar,2_03_04_V02Y_0,FALSE,FALSE,0,1,0,0,2017,12,12
1,1,Jhajjar,2_03_04_V02Y_0,FALSE,FALSE,0,1,0,0,2018,1,11
1,1,Jhajjar,2_03_04_V02Y_0,FALSE,FALSE,0,1,0,0,2018,2,11
1,1,Jhajjar,2_03_04_V02Y_0,FALSE,FALSE,0,1,0,0,2018,3,13
1,1,Jhajjar,2_03_04_V03Y_0,FALSE,FALSE,0,1,0,0,2017,3,6
1,1,Jhajjar,2_03_04_V03Y_0,FALSE,FALSE,0,1,0,0,2017,4,7
1,1,Jhajjar,2_03_04_V03Y_0,FALSE,FALSE,0,1,0,0,2017,5,18
1,1,Jhajjar,2_03_04_V03Y_0,FALSE,FALSE,0,1,0,0,2017,6,21
1,1,Jhajjar,2_03_04_V03Y_0,FALSE,FALSE,0,1,0,0,2017,7,15
1,1,Jhajjar,2_03_04_V03Y_0,FALSE,FALSE,0,1,0,0,2017,8,17
1,1,Jhajjar,2_03_04_V03Y_0,FALSE,FALSE,0,1,0,0,2017,9,21
1,1,Jhajjar,2_03_04_V03Y_0,FALSE,FALSE,0,1,0,0,2017,10,20
1,1,Jhajjar,2_03_04_V03Y_0,FALSE,FALSE,0,1,0,0,2017,11,22
1,1,Jhajjar,2_03_04_V03Y_0,FALSE,FALSE,0,1,0,0,2017,12,20
1,1,Jhajjar,2_03_04_V03Y_0,FALSE,FALSE,0,1,0,0,2018,1,18
1,1,Jhajjar,2_03_04_V03Y_0,FALSE,FALSE,0,1,0,0,2018,2,33
1,1,Jhajjar,2_03_04_V03Y_0,FALSE,FALSE,0,1,0,0,2018,3,28
1,1,Jhajjar,2_04_01_V01Y_0,FALSE,TRUE,0,0,0,1,2017,3,34
1,1,Jhajjar,2_04_01_V01Y_0,FALSE,TRUE,0,0,0,1,2017,4,32
1,1,Jhajjar,2_04_01_V01Y_0,FALSE,TRUE,0,0,0,1,2017,5,38
1,1,Jhajjar,2_04_01_V01Y_0,FALSE,TRUE,0,0,0,1,2017,6,37
1,1,Jhajjar,2_04_01_V01Y_0,FALSE,TRUE,0,0,0,1,2017,7,48
1,1,Jhajjar,2_04_01_V01Y_0,FALSE,TRUE,0,0,0,1,2017,8,51
1,1,Jhajjar,2_04_01_V01Y_0,FALSE,TRUE,0,0,0,1,2017,9,37
1,1,Jhajjar,2_04_01_V01Y_0,FALSE,TRUE,0,0,0,1,2017,10,42
1,1,Jhajjar,2_04_01_V01Y_0,FALSE,TRUE,0,0,0,1,2017,11,34
1,1,Jhajjar,2_04_01_V01Y_0,FALSE,TRUE,0,0,0,1,2017,12,54
1,1,Jhajjar,2_04_01_V01Y_0,FALSE,TRUE,0,0,0,1,2018,1,49
