id_phc,gossip,trusted,trustgossip,random,highslope,highflat,lowslope,lowflat,id_village_grp,district,created_year,created_month,shot_Penta1,shot_Penta2,shot_Penta3,shot_Measles1,nchildren,SMS33,SMS66
1_23,0,0,1,0,0,0,0,0,1_23_05_V01Y_1,Bhiwani,2017,8,5,1,3,2,13,1,0
1_23,0,0,1,0,0,0,0,0,1_23_05_V01Y_1,Bhiwani,2017,9,6,4,6,4,21,1,0
1_23,0,0,1,0,0,0,0,0,1_23_05_V01Y_1,Bhiwani,2017,10,6,5,3,5,25,1,0
1_23,0,0,1,0,0,0,0,0,1_23_05_V01Y_1,Bhiwani,2017,11,10,5,4,8,29,1,0
1_23,0,0,1,0,0,0,0,0,1_23_05_V01Y_1,Bhiwani,2017,12,10,8,2,4,29,1,0
1_23,0,0,1,0,0,0,0,0,1_23_05_V01Y_1,Bhiwani,2018,1,3,9,9,4,33,1,0
1_23,0,0,1,0,0,0,0,0,1_23_05_V01Y_1,Bhiwani,2018,2,7,5,3,2,22,1,0
1_23,0,0,1,0,0,0,0,0,1_23_05_V01Y_1,Bhiwani,2018,3,5,10,8,4,33,1,0
1_23,0,0,1,0,0,0,0,0,1_23_06_V01Y_0,Bhiwani,2017,4,5,3,3,2,13,0,1
1_23,0,0,1,0,0,0,0,0,1_23_06_V01Y_0,Bhiwani,2017,5,2,4,6,1,13,0,1
1_23,0,0,1,0,0,0,0,0,1_23_06_V01Y_0,Bhiwani,2017,6,4,1,4,4,13,0,1
1_23,0,0,1,0,0,0,0,0,1_23_06_V01Y_0,Bhiwani,2017,7,3,5,3,1,12,0,1
1_23,0,0,1,0,0,0,0,0,1_23_06_V01Y_0,Bhiwani,2017,8,2,1,1,3,7,0,1
1_23,0,0,1,0,0,0,0,0,1_23_06_V01Y_0,Bhiwani,2017,9,2,2,3,3,12,0,1
1_23,0,0,1,0,0,0,0,0,1_23_06_V01Y_0,Bhiwani,2017,10,4,2,3,2,16,0,1
1_23,0,0,1,0,0,0,0,0,1_23_06_V01Y_0,Bhiwani,2017,11,3,2,0,2,7,0,1
1_23,0,0,1,0,0,0,0,0,1_23_06_V01Y_0,Bhiwani,2017,12,4,2,1,5,11,0,1
1_23,0,0,1,0,0,0,0,0,1_23_06_V01Y_0,Bhiwani,2018,1,1,4,2,2,10,0,1
1_23,0,0,1,0,0,0,0,0,1_23_06_V01Y_0,Bhiwani,2018,2,1,1,2,0,8,0,1
1_23,0,0,1,0,0,0,0,0,1_23_06_V01Y_0,Bhiwani,2018,3,2,1,3,2,10,0,1
1_23,0,0,0,1,0,0,0,0,1_23_06_V02Y_0,Bhiwani,2017,4,6,5,12,5,28,0,1
1_23,0,0,0,1,0,0,0,0,1_23_06_V02Y_0,Bhiwani,2017,5,6,8,7,3,25,0,1
1_23,0,0,0,1,0,0,0,0,1_23_06_V02Y_0,Bhiwani,2017,6,6,7,9,6,30,0,1
1_23,0,0,0,1,0,0,0,0,1_23_06_V02Y_0,Bhiwani,2017,7,5,2,6,5,19,0,1
1_23,0,0,0,1,0,0,0,0,1_23_06_V02Y_0,Bhiwani,2017,8,6,7,5,6,28,0,1
1_23,0,0,0,1,0,0,0,0,1_23_06_V02Y_0,Bhiwani,2017,9,6,5,5,6,25,0,1
1_23,0,0,0,1,0,0,0,0,1_23_06_V02Y_0,Bhiwani,2017,10,6,5,7,10,29,0,1
1_23,0,0,0,1,0,0,0,0,1_23_06_V02Y_0,Bhiwani,2017,11,5,4,4,6,20,0,1
1_23,0,0,0,1,0,0,0,0,1_23_06_V02Y_0,Bhiwani,2017,12,7,7,4,5,28,0,1
1_23,0,0,0,1,0,0,0,0,1_23_06_V02Y_0,Bhiwani,2018,1,7,5,4,9,30,0,1
1_23,0,0,0,1,0,0,0,0,1_23_06_V02Y_0,Bhiwani,2018,2,4,8,3,4,23,0,1
1_23,0,0,0,1,0,0,0,0,1_23_06_V02Y_0,Bhiwani,2018,3,7,4,6,1,25,0,1
1_24,0,0,0,1,0,0,0,1,1_24_01_V01Y_0,Bhiwani,2017,4,7,4,10,4,29,1,0
1_24,0,0,0,1,0,0,0,1,1_24_01_V01Y_0,Bhiwani,2017,5,5,5,7,2,19,1,0
1_24,0,0,0,1,0,0,0,1,1_24_01_V01Y_0,Bhiwani,2017,6,1,10,6,5,25,1,0
1_24,0,0,0,1,0,0,0,1,1_24_01_V01Y_0,Bhiwani,2017,7,8,3,2,5,22,1,0
1_24,0,0,0,1,0,0,0,1,1_24_01_V01Y_0,Bhiwani,2017,8,9,4,5,10,34,1,0
1_24,0,0,0,1,0,0,0,1,1_24_01_V01Y_0,Bhiwani,2017,9,13,10,6,7,42,1,0
1_24,0,0,0,1,0,0,0,1,1_24_01_V01Y_0,Bhiwani,2017,10,9,6,6,2,25,1,0
1_24,0,0,0,1,0,0,0,1,1_24_01_V01Y_0,Bhiwani,2017,11,6,10,9,6,37,1,0
1_24,0,0,0,1,0,0,0,1,1_24_01_V01Y_0,Bhiwani,2017,12,12,6,12,4,38,1,0
1_24,0,0,0,1,0,0,0,1,1_24_01_V01Y_0,Bhiwani,2018,1,7,9,6,3,30,1,0
1_24,0,0,0,1,0,0,0,1,1_24_01_V01Y_0,Bhiwani,2018,2,12,8,6,4,31,1,0
1_24,0,0,0,1,0,0,0,1,1_24_01_V01Y_0,Bhiwani,2018,3,4,10,12,4,38,1,0
1_24,0,0,0,1,0,1,0,0,1_24_02_V01Y_0,Bhiwani,2017,4,1,1,0,0,2,0,0
1_24,0,0,0,1,0,1,0,0,1_24_02_V01Y_0,Bhiwani,2017,5,2,0,2,3,7,0,0
1_24,0,0,0,1,0,1,0,0,1_24_02_V01Y_0,Bhiwani,2017,6,1,2,0,1,4,0,0
1_24,0,0,0,1,0,1,0,0,1_24_02_V01Y_0,Bhiwani,2017,7,0,2,1,0,3,0,0
1_24,0,0,0,1,0,1,0,0,1_24_02_V01Y_0,Bhiwani,2017,8,0,0,3,0,3,0,0
1_24,0,0,0,1,0,1,0,0,1_24_02_V01Y_0,Bhiwani,2017,9,2,0,1,1,4,0,0
1_24,0,0,0,1,0,1,0,0,1_24_02_V01Y_0,Bhiwani,2017,10,3,2,0,1,6,0,0
1_24,0,0,0,1,0,1,0,0,1_24_02_V01Y_0,Bhiwani,2017,11,1,2,2,0,5,0,0
1_24,0,0,0,1,0,1,0,0,1_24_02_V01Y_0,Bhiwani,2017,12,1,1,1,0,3,0,0
1_24,0,0,0,1,0,1,0,0,1_24_02_V01Y_0,Bhiwani,2018,1,1,1,2,3,8,0,0
1_24,0,0,0,1,0,1,0,0,1_24_02_V01Y_0,Bhiwani,2018,2,2,1,2,0,5,0,0
1_24,0,0,0,1,0,1,0,0,1_24_02_V01Y_0,Bhiwani,2018,3,3,1,0,0,4,0,0
1_24,1,0,0,0,0,1,0,0,1_24_02_V02Y_0,Bhiwani,2017,4,0,0,1,0,3,0,0
1_24,1,0,0,0,0,1,0,0,1_24_02_V02Y_0,Bhiwani,2017,5,0,0,0,1,3,0,0
1_24,1,0,0,0,0,1,0,0,1_24_02_V02Y_0,Bhiwani,2017,6,3,1,1,1,7,0,0
1_24,1,0,0,0,0,1,0,0,1_24_02_V02Y_0,Bhiwani,2017,7,1,3,0,5,10,0,0
1_24,1,0,0,0,0,1,0,0,1_24_02_V02Y_0,Bhiwani,2017,8,1,1,2,0,4,0,0
1_24,1,0,0,0,0,1,0,0,1_24_02_V02Y_0,Bhiwani,2017,9,0,0,3,0,5,0,0
1_24,1,0,0,0,0,1,0,0,1_24_02_V02Y_0,Bhiwani,2017,10,1,1,0,1,3,0,0
1_24,1,0,0,0,0,1,0,0,1_24_02_V02Y_0,Bhiwani,2017,11,1,1,0,2,4,0,0
1_24,1,0,0,0,0,1,0,0,1_24_02_V02Y_0,Bhiwani,2017,12,0,2,1,0,5,0,0
1_24,1,0,0,0,0,1,0,0,1_24_02_V02Y_0,Bhiwani,2018,1,3,0,2,2,10,0,0
1_24,1,0,0,0,0,1,0,0,1_24_02_V02Y_0,Bhiwani,2018,2,2,3,0,3,10,0,0
1_24,1,0,0,0,0,1,0,0,1_24_02_V02Y_0,Bhiwani,2018,3,5,1,3,0,10,0,0
1_24,0,0,1,0,1,0,0,0,1_24_04_V02Y_0,Bhiwani,2017,4,5,2,1,3,12,1,0
1_24,0,0,1,0,1,0,0,0,1_24_04_V02Y_0,Bhiwani,2017,5,1,8,2,1,13,1,0
1_24,0,0,1,0,1,0,0,0,1_24_04_V02Y_0,Bhiwani,2017,6,1,1,8,3,15,1,0
1_24,0,0,1,0,1,0,0,0,1_24_04_V02Y_0,Bhiwani,2017,7,3,1,2,2,10,1,0
1_24,0,0,1,0,1,0,0,0,1_24_04_V02Y_0,Bhiwani,2017,8,4,1,2,3,10,1,0
1_24,0,0,1,0,1,0,0,0,1_24_04_V02Y_0,Bhiwani,2017,9,3,3,1,0,9,1,0
1_24,0,0,1,0,1,0,0,0,1_24_04_V02Y_0,Bhiwani,2017,10,2,6,0,1,9,1,0
1_24,0,0,1,0,1,0,0,0,1_24_04_V02Y_0,Bhiwani,2017,11,3,1,2,3,10,1,0
1_24,0,0,1,0,1,0,0,0,1_24_04_V02Y_0,Bhiwani,2017,12,3,3,2,6,14,1,0
1_24,0,0,1,0,1,0,0,0,1_24_04_V02Y_0,Bhiwani,2018,1,1,1,0,1,7,1,0
1_24,0,0,1,0,1,0,0,0,1_24_04_V02Y_0,Bhiwani,2018,2,6,2,2,1,12,1,0
1_24,0,0,1,0,1,0,0,0,1_24_04_V02Y_0,Bhiwani,2018,3,4,1,1,5,15,1,0
1_24,0,1,0,0,1,0,0,0,1_24_04_V03Y_0,Bhiwani,2017,3,3,1,0,0,4,1,0
1_24,0,1,0,0,1,0,0,0,1_24_04_V03Y_0,Bhiwani,2017,4,1,4,2,3,10,1,0
1_24,0,1,0,0,1,0,0,0,1_24_04_V03Y_0,Bhiwani,2017,5,1,4,1,2,9,1,0
1_24,0,1,0,0,1,0,0,0,1_24_04_V03Y_0,Bhiwani,2017,6,0,0,5,6,12,1,0
1_24,0,1,0,0,1,0,0,0,1_24_04_V03Y_0,Bhiwani,2017,7,0,0,0,1,2,1,0
1_24,0,1,0,0,1,0,0,0,1_24_04_V03Y_0,Bhiwani,2017,8,1,0,0,4,5,1,0
1_24,0,1,0,0,1,0,0,0,1_24_04_V03Y_0,Bhiwani,2017,9,2,1,2,1,6,1,0
1_24,0,1,0,0,1,0,0,0,1_24_04_V03Y_0,Bhiwani,2017,10,2,3,1,4,13,1,0
1_24,0,1,0,0,1,0,0,0,1_24_04_V03Y_0,Bhiwani,2017,11,3,2,3,2,11,1,0
1_24,0,1,0,0,1,0,0,0,1_24_04_V03Y_0,Bhiwani,2017,12,2,3,1,2,10,1,0
1_24,0,1,0,0,1,0,0,0,1_24_04_V03Y_0,Bhiwani,2018,2,1,1,3,0,7,1,0
1_24,0,1,0,0,1,0,0,0,1_24_04_V03Y_0,Bhiwani,2018,3,3,1,1,3,15,1,0
1_24,0,0,1,0,1,0,0,0,1_24_04_V04Y_0,Bhiwani,2017,4,2,0,1,2,5,1,0
1_24,0,0,1,0,1,0,0,0,1_24_04_V04Y_0,Bhiwani,2017,5,1,2,0,3,6,1,0
1_24,0,0,1,0,1,0,0,0,1_24_04_V04Y_0,Bhiwani,2017,6,3,0,1,2,6,1,0
1_24,0,0,1,0,1,0,0,0,1_24_04_V04Y_0,Bhiwani,2017,7,1,3,0,0,4,1,0
1_24,0,0,1,0,1,0,0,0,1_24_04_V04Y_0,Bhiwani,2017,8,0,1,3,1,5,1,0
1_24,0,0,1,0,1,0,0,0,1_24_04_V04Y_0,Bhiwani,2017,9,2,0,1,2,5,1,0
1_24,0,0,1,0,1,0,0,0,1_24_04_V04Y_0,Bhiwani,2017,10,1,0,1,0,2,1,0
1_24,0,0,1,0,1,0,0,0,1_24_04_V04Y_0,Bhiwani,2017,11,1,2,2,1,6,1,0
1_24,0,0,1,0,1,0,0,0,1_24_04_V04Y_0,Bhiwani,2017,12,1,0,0,1,3,1,0
1_24,0,0,1,0,1,0,0,0,1_24_04_V04Y_0,Bhiwani,2018,1,5,0,1,1,7,1,0
1_24,0,0,1,0,1,0,0,0,1_24_04_V04Y_0,Bhiwani,2018,2,3,4,2,3,14,1,0
1_24,0,0,1,0,1,0,0,0,1_24_04_V04Y_0,Bhiwani,2018,3,4,1,1,0,7,1,0
1_25,0,1,0,0,0,0,1,0,1_25_01_V01Y_0,Bhiwani,2017,4,4,3,4,2,16,0,0
1_25,0,1,0,0,0,0,1,0,1_25_01_V01Y_0,Bhiwani,2017,5,1,4,2,2,14,0,0
1_25,0,1,0,0,0,0,1,0,1_25_01_V01Y_0,Bhiwani,2017,6,5,1,2,4,13,0,0
1_25,0,1,0,0,0,0,1,0,1_25_01_V01Y_0,Bhiwani,2017,7,1,4,3,5,14,0,0
1_25,0,1,0,0,0,0,1,0,1_25_01_V01Y_0,Bhiwani,2017,8,3,3,3,2,21,0,0
1_25,0,1,0,0,0,0,1,0,1_25_01_V01Y_0,Bhiwani,2017,9,3,5,2,5,15,0,0
1_25,0,1,0,0,0,0,1,0,1_25_01_V01Y_0,Bhiwani,2017,10,3,2,2,4,19,0,0
1_25,0,1,0,0,0,0,1,0,1_25_01_V01Y_0,Bhiwani,2017,11,3,3,6,0,15,0,0
1_25,0,1,0,0,0,0,1,0,1_25_01_V01Y_0,Bhiwani,2017,12,3,4,4,5,17,0,0
1_25,0,1,0,0,0,0,1,0,1_25_01_V01Y_0,Bhiwani,2018,1,1,2,3,5,16,0,0
1_25,0,1,0,0,0,0,1,0,1_25_01_V01Y_0,Bhiwani,2018,2,3,3,4,2,18,0,0
1_25,0,1,0,0,0,0,1,0,1_25_01_V01Y_0,Bhiwani,2018,3,2,1,3,2,16,0,0
1_25,1,0,0,0,0,0,1,0,1_25_02_V02Y_0,Bhiwani,2017,4,1,2,0,0,3,0,0
1_25,1,0,0,0,0,0,1,0,1_25_02_V02Y_0,Bhiwani,2017,5,0,2,1,3,6,0,0
1_25,1,0,0,0,0,0,1,0,1_25_02_V02Y_0,Bhiwani,2017,6,0,0,1,2,4,0,0
1_25,1,0,0,0,0,0,1,0,1_25_02_V02Y_0,Bhiwani,2017,7,2,0,0,2,4,0,0
1_25,1,0,0,0,0,0,1,0,1_25_02_V02Y_0,Bhiwani,2017,8,0,1,0,4,5,0,0
1_25,1,0,0,0,0,0,1,0,1_25_02_V02Y_0,Bhiwani,2017,9,1,0,1,1,4,0,0
1_25,1,0,0,0,0,0,1,0,1_25_02_V02Y_0,Bhiwani,2017,10,3,2,1,0,6,0,0
1_25,1,0,0,0,0,0,1,0,1_25_02_V02Y_0,Bhiwani,2017,11,2,2,2,1,7,0,0
1_25,1,0,0,0,0,0,1,0,1_25_02_V02Y_0,Bhiwani,2017,12,2,3,3,2,11,0,0
1_25,1,0,0,0,0,0,1,0,1_25_02_V02Y_0,Bhiwani,2018,1,2,3,3,0,10,0,0
1_25,1,0,0,0,0,0,1,0,1_25_02_V02Y_0,Bhiwani,2018,2,3,1,1,2,8,0,0
1_25,1,0,0,0,0,0,1,0,1_25_02_V02Y_0,Bhiwani,2018,3,1,2,1,1,8,0,0
1_25,0,1,0,0,0,0,1,0,1_25_02_V04Y_0,Bhiwani,2017,4,0,1,0,0,3,0,0
1_25,0,1,0,0,0,0,1,0,1_25_02_V04Y_0,Bhiwani,2017,5,4,1,1,1,7,0,0
1_25,0,1,0,0,0,0,1,0,1_25_02_V04Y_0,Bhiwani,2017,6,2,3,2,0,7,0,0
1_25,0,1,0,0,0,0,1,0,1_25_02_V04Y_0,Bhiwani,2017,7,0,2,1,3,7,0,0
1_25,0,1,0,0,0,0,1,0,1_25_02_V04Y_0,Bhiwani,2017,8,1,1,2,2,7,0,0
1_25,0,1,0,0,0,0,1,0,1_25_02_V04Y_0,Bhiwani,2017,9,0,1,0,1,4,0,0
1_25,0,1,0,0,0,0,1,0,1_25_02_V04Y_0,Bhiwani,2017,10,3,0,1,2,6,0,0
1_25,0,1,0,0,0,0,1,0,1_25_02_V04Y_0,Bhiwani,2017,11,1,4,1,0,6,0,0
1_25,0,1,0,0,0,0,1,0,1_25_02_V04Y_0,Bhiwani,2017,12,1,1,2,1,8,0,0
1_25,0,1,0,0,0,0,1,0,1_25_02_V04Y_0,Bhiwani,2018,1,2,2,3,3,9,0,0
1_25,0,1,0,0,0,0,1,0,1_25_02_V04Y_0,Bhiwani,2018,2,1,3,2,0,4,0,0
1_25,0,1,0,0,0,0,1,0,1_25_02_V04Y_0,Bhiwani,2018,3,1,0,1,1,4,0,0
1_25,0,1,0,0,0,0,1,0,1_25_03_V01Y_0,Bhiwani,2017,4,1,0,1,0,2,1,0
1_25,0,1,0,0,0,0,1,0,1_25_03_V01Y_0,Bhiwani,2017,5,0,0,0,0,1,1,0
1_25,0,1,0,0,0,0,1,0,1_25_03_V01Y_0,Bhiwani,2017,6,1,0,0,0,1,1,0
1_25,0,1,0,0,0,0,1,0,1_25_03_V01Y_0,Bhiwani,2017,7,0,1,1,2,4,1,0
1_25,0,1,0,0,0,0,1,0,1_25_03_V01Y_0,Bhiwani,2017,9,0,0,1,1,2,1,0
1_25,0,1,0,0,0,0,1,0,1_25_03_V01Y_0,Bhiwani,2017,11,1,0,0,0,1,1,0
1_25,0,1,0,0,0,0,1,0,1_25_03_V01Y_0,Bhiwani,2017,12,1,1,0,0,2,1,0
1_25,0,1,0,0,0,0,1,0,1_25_03_V01Y_0,Bhiwani,2018,1,1,2,1,1,6,1,0
1_25,0,1,0,0,0,0,1,0,1_25_03_V01Y_0,Bhiwani,2018,2,0,0,2,1,4,1,0
1_25,0,1,0,0,0,0,1,0,1_25_03_V01Y_0,Bhiwani,2018,3,1,0,1,0,3,1,0
1_25,0,0,0,1,1,0,0,0,1_25_05_V01Y_1,Bhiwani,2017,3,0,1,0,0,1,1,0
1_25,0,0,0,1,1,0,0,0,1_25_05_V01Y_1,Bhiwani,2017,4,3,12,7,7,36,1,0
1_25,0,0,0,1,1,0,0,0,1_25_05_V01Y_1,Bhiwani,2017,5,1,3,11,7,23,1,0
1_25,0,0,0,1,1,0,0,0,1_25_05_V01Y_1,Bhiwani,2017,6,5,1,8,10,26,1,0
1_25,0,0,0,1,1,0,0,0,1_25_05_V01Y_1,Bhiwani,2017,7,4,3,2,8,19,1,0
1_25,0,0,0,1,1,0,0,0,1_25_05_V01Y_1,Bhiwani,2017,8,2,1,1,7,11,1,0
1_25,0,0,0,1,1,0,0,0,1_25_05_V01Y_1,Bhiwani,2017,9,1,2,1,1,8,1,0
1_25,0,0,0,1,1,0,0,0,1_25_05_V01Y_1,Bhiwani,2017,10,3,0,3,4,19,1,0
1_25,0,0,0,1,1,0,0,0,1_25_05_V01Y_1,Bhiwani,2017,11,9,5,3,6,36,1,0
1_25,0,0,0,1,1,0,0,0,1_25_05_V01Y_1,Bhiwani,2017,12,7,10,4,4,38,1,0
1_25,0,0,0,1,1,0,0,0,1_25_05_V01Y_1,Bhiwani,2018,1,11,10,6,3,39,1,0
1_25,0,0,0,1,1,0,0,0,1_25_05_V01Y_1,Bhiwani,2018,2,13,9,12,4,53,1,0
1_25,0,0,0,1,1,0,0,0,1_25_05_V01Y_1,Bhiwani,2018,3,10,4,9,3,37,1,0
1_26,0,1,0,0,0,0,0,1,1_26_03_V01Y_0,Bhiwani,2017,4,5,6,4,10,25,0,1
1_26,0,1,0,0,0,0,0,1,1_26_03_V01Y_0,Bhiwani,2017,5,8,8,5,4,25,0,1
1_26,0,1,0,0,0,0,0,1,1_26_03_V01Y_0,Bhiwani,2017,6,6,10,6,4,27,0,1
1_26,0,1,0,0,0,0,0,1,1_26_03_V01Y_0,Bhiwani,2017,7,8,7,7,8,30,0,1
1_26,0,1,0,0,0,0,0,1,1_26_03_V01Y_0,Bhiwani,2017,8,3,10,6,6,26,0,1
1_26,0,1,0,0,0,0,0,1,1_26_03_V01Y_0,Bhiwani,2017,9,10,3,13,9,37,0,1
1_26,0,1,0,0,0,0,0,1,1_26_03_V01Y_0,Bhiwani,2017,10,12,9,4,6,33,0,1
1_26,0,1,0,0,0,0,0,1,1_26_03_V01Y_0,Bhiwani,2017,11,10,12,9,6,36,0,1
1_26,0,1,0,0,0,0,0,1,1_26_03_V01Y_0,Bhiwani,2017,12,9,6,10,9,40,0,1
1_26,0,1,0,0,0,0,0,1,1_26_03_V01Y_0,Bhiwani,2018,1,6,8,3,6,27,0,1
1_26,0,1,0,0,0,0,0,1,1_26_03_V01Y_0,Bhiwani,2018,2,8,6,10,5,33,0,1
1_26,0,1,0,0,0,0,0,1,1_26_03_V01Y_0,Bhiwani,2018,3,6,6,3,11,30,0,1
1_26,0,1,0,0,0,0,0,1,1_26_03_V01Y_0,Bhiwani,2020,6,1,0,1,0,2,0,1
1_26,0,0,1,0,1,0,0,0,1_26_05_V01Y_0,Bhiwani,2017,4,0,1,1,2,4,1,0
1_26,0,0,1,0,1,0,0,0,1_26_05_V01Y_0,Bhiwani,2017,5,3,1,4,2,10,1,0
1_26,0,0,1,0,1,0,0,0,1_26_05_V01Y_0,Bhiwani,2017,6,1,2,1,0,4,1,0
1_26,0,0,1,0,1,0,0,0,1_26_05_V01Y_0,Bhiwani,2017,7,1,1,1,1,4,1,0
1_26,0,0,1,0,1,0,0,0,1_26_05_V01Y_0,Bhiwani,2017,8,1,1,2,1,5,1,0
1_26,0,0,1,0,1,0,0,0,1_26_05_V01Y_0,Bhiwani,2017,9,2,0,2,0,4,1,0
1_26,0,0,1,0,1,0,0,0,1_26_05_V01Y_0,Bhiwani,2017,10,1,2,1,1,5,1,0
1_26,0,0,1,0,1,0,0,0,1_26_05_V01Y_0,Bhiwani,2017,11,1,1,1,1,4,1,0
1_26,0,0,1,0,1,0,0,0,1_26_05_V01Y_0,Bhiwani,2017,12,1,2,1,4,8,1,0
1_26,0,0,1,0,1,0,0,0,1_26_05_V01Y_0,Bhiwani,2018,1,0,0,0,0,1,1,0
1_26,0,0,1,0,1,0,0,0,1_26_05_V01Y_0,Bhiwani,2018,2,1,1,0,0,2,1,0
1_26,0,0,1,0,1,0,0,0,1_26_05_V01Y_0,Bhiwani,2018,3,0,1,1,1,3,1,0
1_26,0,0,0,1,1,0,0,0,1_26_05_V02Y_0,Bhiwani,2017,4,4,5,7,7,24,1,0
1_26,0,0,0,1,1,0,0,0,1_26_05_V02Y_0,Bhiwani,2017,5,0,3,3,5,12,1,0
1_26,0,0,0,1,1,0,0,0,1_26_05_V02Y_0,Bhiwani,2017,6,8,4,5,10,27,1,0
1_26,0,0,0,1,1,0,0,0,1_26_05_V02Y_0,Bhiwani,2017,7,10,6,4,7,25,1,0
1_26,0,0,0,1,1,0,0,0,1_26_05_V02Y_0,Bhiwani,2017,8,7,7,7,6,26,1,0
1_26,0,0,0,1,1,0,0,0,1_26_05_V02Y_0,Bhiwani,2017,9,9,8,7,2,25,1,0
1_26,0,0,0,1,1,0,0,0,1_26_05_V02Y_0,Bhiwani,2017,10,6,7,5,4,22,1,0
1_26,0,0,0,1,1,0,0,0,1_26_05_V02Y_0,Bhiwani,2017,11,13,14,5,8,39,1,0
1_26,0,0,0,1,1,0,0,0,1_26_05_V02Y_0,Bhiwani,2017,12,10,8,9,4,32,1,0
1_26,0,0,0,1,1,0,0,0,1_26_05_V02Y_0,Bhiwani,2018,1,5,7,9,4,26,1,0
1_26,0,0,0,1,1,0,0,0,1_26_05_V02Y_0,Bhiwani,2018,2,11,5,7,9,39,1,0
1_26,0,0,0,1,1,0,0,0,1_26_05_V02Y_0,Bhiwani,2018,3,8,9,5,6,32,1,0
1_27,0,0,0,1,1,0,0,0,1_27_02_V01Y_0,Bhiwani,2017,4,5,0,1,2,9,0,1
1_27,0,0,0,1,1,0,0,0,1_27_02_V01Y_0,Bhiwani,2017,5,2,3,3,6,15,0,1
1_27,0,0,0,1,1,0,0,0,1_27_02_V01Y_0,Bhiwani,2017,6,0,0,0,1,4,0,1
1_27,0,0,0,1,1,0,0,0,1_27_02_V01Y_0,Bhiwani,2017,7,0,5,4,1,6,0,1
1_27,0,0,0,1,1,0,0,0,1_27_02_V01Y_0,Bhiwani,2017,8,3,1,6,5,15,0,1
1_27,0,0,0,1,1,0,0,0,1_27_02_V01Y_0,Bhiwani,2017,9,2,1,0,1,7,0,1
1_27,0,0,0,1,1,0,0,0,1_27_02_V01Y_0,Bhiwani,2017,10,2,5,4,3,14,0,1
1_27,0,0,0,1,1,0,0,0,1_27_02_V01Y_0,Bhiwani,2017,11,9,1,2,3,15,0,1
1_27,0,0,0,1,1,0,0,0,1_27_02_V01Y_0,Bhiwani,2017,12,4,4,3,3,15,0,1
1_27,0,0,0,1,1,0,0,0,1_27_02_V01Y_0,Bhiwani,2018,1,3,5,3,3,19,0,1
1_27,0,0,0,1,1,0,0,0,1_27_02_V01Y_0,Bhiwani,2018,2,7,7,3,2,23,0,1
1_27,0,0,0,1,1,0,0,0,1_27_02_V01Y_0,Bhiwani,2018,3,8,5,8,4,26,0,1
1_27,1,0,0,0,1,0,0,0,1_27_02_V02Y_0,Bhiwani,2017,4,7,3,4,8,23,0,1
1_27,1,0,0,0,1,0,0,0,1_27_02_V02Y_0,Bhiwani,2017,5,3,0,0,2,10,0,1
1_27,1,0,0,0,1,0,0,0,1_27_02_V02Y_0,Bhiwani,2017,6,1,1,1,1,8,0,1
1_27,1,0,0,0,1,0,0,0,1_27_02_V02Y_0,Bhiwani,2017,7,8,6,6,8,20,0,1
1_27,1,0,0,0,1,0,0,0,1_27_02_V02Y_0,Bhiwani,2017,8,4,8,4,3,17,0,1
1_27,1,0,0,0,1,0,0,0,1_27_02_V02Y_0,Bhiwani,2017,9,2,2,1,1,13,0,1
1_27,1,0,0,0,1,0,0,0,1_27_02_V02Y_0,Bhiwani,2017,10,7,7,4,6,17,0,1
1_27,1,0,0,0,1,0,0,0,1_27_02_V02Y_0,Bhiwani,2017,11,11,6,8,6,29,0,1
1_27,1,0,0,0,1,0,0,0,1_27_02_V02Y_0,Bhiwani,2017,12,10,10,5,10,34,0,1
1_27,1,0,0,0,1,0,0,0,1_27_02_V02Y_0,Bhiwani,2018,1,5,8,6,4,23,0,1
1_27,1,0,0,0,1,0,0,0,1_27_02_V02Y_0,Bhiwani,2018,2,8,8,5,7,30,0,1
1_27,1,0,0,0,1,0,0,0,1_27_02_V02Y_0,Bhiwani,2018,3,6,6,11,5,33,0,1
1_27,0,0,0,1,1,0,0,0,1_27_03_V01Y_0,Bhiwani,2017,4,5,5,3,2,15,0,0
1_27,0,0,0,1,1,0,0,0,1_27_03_V01Y_0,Bhiwani,2017,5,2,6,3,3,13,0,0
1_27,0,0,0,1,1,0,0,0,1_27_03_V01Y_0,Bhiwani,2017,6,4,4,8,8,27,0,0
1_27,0,0,0,1,1,0,0,0,1_27_03_V01Y_0,Bhiwani,2017,7,2,3,2,3,14,0,0
1_27,0,0,0,1,1,0,0,0,1_27_03_V01Y_0,Bhiwani,2017,8,5,3,2,5,16,0,0
1_27,0,0,0,1,1,0,0,0,1_27_03_V01Y_0,Bhiwani,2017,9,4,6,7,6,33,0,0
1_27,0,0,0,1,1,0,0,0,1_27_03_V01Y_0,Bhiwani,2017,10,8,4,3,5,23,0,0
1_27,0,0,0,1,1,0,0,0,1_27_03_V01Y_0,Bhiwani,2017,11,4,6,6,5,22,0,0
1_27,0,0,0,1,1,0,0,0,1_27_03_V01Y_0,Bhiwani,2017,12,3,4,6,2,22,0,0
1_27,0,0,0,1,1,0,0,0,1_27_03_V01Y_0,Bhiwani,2018,1,2,5,3,2,16,0,0
1_27,0,0,0,1,1,0,0,0,1_27_03_V01Y_0,Bhiwani,2018,2,4,2,2,1,15,0,0
